semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,81,10,3,"['university of chicago', 'indian institute of technology, bombay', 'georgia institute of technology']"
,,82,10,5,"['purdue university', 'north carolina state university', 'memorial university of newfoundland', 'university of wisconsin-madison', 'hkust']"
,,83,10,2,"['oregon state university', 'trinity college dublin']"
,,84,10,1,['university of kentucky']
,,85,9,2,"['university of delaware', 'lawrence berkeley national laboratory']"
,,86,9,0,[]
,,87,9,2,"['cornell university', 'koÃ§ university']"
,,88,9,1,['sp-tbi']
,,89,9,3,"['purdue university', 'Citadel Military College of South Carolina', 'universidad de los andes']"
,,90,9,1,['university of portland']
,,91,9,1,['university of massachusetts amherst']
,,92,8,0,[]
,,93,8,1,['sp-tbi']
,,94,8,1,['Grand Valley State University']
,,95,8,3,"['indian institute of technology, gandhinagar', 'university of california, san diego', 'the university of texas at austin']"
,,96,8,1,['bml munjal university']
,,97,8,1,['arizona state university']
,,98,8,0,[]
,,99,8,0,[]
,,100,8,0,[]
,,101,8,3,"['purdue university', 'uc irvine', 'University of Arizona']"
,,102,8,2,"['purdue university', 'national taiwan university']"
,,103,7,0,[]
,,104,7,1,['icm warsaw university']
,,105,7,1,['bml munjal university']
,,106,7,0,[]
,,107,7,1,['Grand Valley State University']
,,108,7,1,['wabash college']
,,109,7,5,"['cornell university', 'massachusetts institute of technology (mit)', 'university of notre dame', 'northwestern university', 'university of nigeria, nsukka']"
,,110,7,1,['northwestern university']
,,111,7,2,"['vrije universiteit brussel', 'indian institute of technology, guwahati']"
,,112,7,2,"['Harvard University', 'universidade do minho']"
,,113,7,4,"['universidad del valle', 'sioc', 'cornell university', 'oregon state university']"
,,114,6,3,"['Catholic University of America', 'university of sussex', 'aalto university']"
,,115,6,1,['north dakota university system']
,,116,6,0,[]
,,117,6,0,[]
,,118,6,0,[]
,,119,6,0,[]
,,120,6,0,[]
,,121,6,1,['ufrgs']
,,122,6,2,"['uc berkeley', 'university of warwick']"
,,123,6,2,"['university of massachusetts amherst', 'university of utah']"
,,124,6,1,['university of central florida']
,,125,6,2,"['university of minnesota', 'university of massachusetts amherst']"
,,126,6,0,[]
,,127,6,1,['florida state university']
,,128,6,4,"['university of illinois at urbana-champaign', 'tu delft', 'rice university', 'purdue university']"
,,129,5,1,['villanova university']
,,130,5,0,[]
,,131,5,0,[]
,,132,5,2,"['universidad de los andes', 'purdue university']"
,,133,5,0,[]
,,134,5,0,[]
,,135,5,2,"['massachusetts institute of technology (mit)', 'university of connecticut']"
,,136,5,1,['university of illinois at urbana-champaign']
,,137,5,2,"['uc berkeley', 'upc chello']"
,,138,5,1,['north carolina state university']
,,139,5,3,"['politecnico di torino', 'rensselaer polytechnic institute', 'ben gurion university of the negev']"
,,140,5,1,['a g groome & associates']
,,141,5,0,[]
,,142,5,2,"['the university of kansas', 'university of alberta']"
,,143,5,0,[]
,,144,5,2,"['purdue university', 'university of indonesia']"
,,145,5,1,['university of illinois at urbana-champaign']
,,146,5,1,['vanderbilt university']
,,147,5,2,"['missouri state university', 'karunya university']"
,,148,5,1,['arizona state university']
,,149,5,1,"['california state university, fullerton']"
,,150,5,2,"['arizona state university', 'villanova university']"
spring2019,177,1,392,18,"['university of new mexico', 'university of illinois at urbana-champaign', 'penn state university', 'california state university, fullerton', 'north carolina state university', 'texas a&m university', 'universitÃ© laval', 'middle tennessee state university', 'Macalester College', 'The University of Tennessee Chattanooga', 'Spelman College', 'new york university', 'universidad de santiago de compostela', 'kth royal institute of technology', 'air force institute of technology', 'yahoo', 'eth zurich', 'a g groome & associates']"
,,2,177,1,['purdue university']
,,3,168,10,"['the university of texas at el paso', 'tampere university of technology', 'university of barcelona', 'University of Arkansas at Pine Bluff', 'the university of british columbia', 'university of washington, program on the environment', 'Grand Valley State University', 'Lansing Community College', 'aim professional group', 'georgia institute of technology']"
,,4,167,12,"['benson idahosa university', 'university of michigan', 'university of illinois at urbana-champaign', 'purdue university', 'michigan technological university', 'university of sydney', 'northwestern university', 'missouri state university', 'illinois institute of technology', 'university of wisconsin-madison', ""queen's university belfast"", 'California Polytechnic State University San Luis Obispo']"
,,5,112,20,"['university of massachusetts amherst', 'duke university', 'rice university', 'purdue university', 'university of illinois at urbana-champaign', 'utah state university', 'aim professional group', 'iiser bhopal', 'university of florida', 'cornell university', 'colorado school of mines', 'Pomona College', 'uwharrie charter academy', 'universidad de los andes', 'university of twente', 'the university of alabama at birmingham', 'university of rhode island', 'montana state university', 'university of maryland', 'university of alberta']"
,,6,75,4,"['uc berkeley', 'columbia university in the city of new york', 'lawrence berkeley national laboratory', 'ateneo de manila university']"
,,7,69,1,['university of granada']
,,8,66,1,['purdue university']
,,9,66,1,['purdue university']
,,10,61,1,['iiit delhi']
,,11,56,8,"['new york university', 'dublin institute of technology', 'penn state university', 'instituto potosino de investigaciÃ³n cientÃ\xadfica y tecnolÃ³gica (ipicyt)', 'universidad de santiago de compostela', 'la trobe university', 'zhejiang university', 'kth royal institute of technology']"
,,12,51,1,['politecnico di torino']
,,13,49,1,['uc davis']
,,14,48,1,['university of florida']
,,15,47,2,"['university of illinois at urbana-champaign', 'virginia tech']"
,,16,42,8,"['university of south florida', 'arizona state university', 'the university of south dakota', 'sandia national laboratories', 'ucla', 'nui galway', 'university of illinois at urbana-champaign', 'iiser bhopal']"
,,17,39,1,['university of modena and reggio emilia']
,,18,38,0,[]
,,19,37,0,[]
,,20,36,1,['arizona state university']
,,21,35,1,['rensselaer polytechnic institute']
,,22,33,3,"['arizona state university', 'massachusetts institute of technology (mit)', 'ball state university']"
,,23,32,1,['ucla']
,,24,32,9,"['university of california, san diego', 'university of the philippines', 'The University of Tennessee Knoxville', 'rutgers university', 'cornell university', 'university of wisconsin milwaukee', 'virginia tech', 'universidad de los andes', 'visvesvaraya national institute of technology, nagpur']"
,,25,27,1,['villanova university']
,,26,26,1,['universidad de los andes']
,,27,24,3,"['ieee', 'university of south florida', 'fer']"
,,28,23,0,[]
,,29,23,0,[]
,,30,23,2,"['mcgill university', 'a g groome & associates']"
,,31,23,2,"[""queen's university"", 'university of waterloo']"
,,32,22,1,['university of colorado boulder']
,,33,22,1,['sandia national laboratories']
,,34,22,1,['bml munjal university']
,,35,21,1,['unam']
,,36,20,7,"['massachusetts institute of technology (mit)', 'brown university', 'bolt threads', 'university of connecticut', 'rmit university', 'emerson automation solutions', 'vanderbilt university']"
,,37,20,1,['boise state university']
,,38,20,2,"['purdue university', 'university of massachusetts amherst']"
,,39,20,1,['purdue university']
,,40,19,0,[]
,,41,19,0,[]
,,42,19,3,"['graz university of technology', 'arizona state university', 'san jose state university']"
,,43,19,1,['southeast university']
,,44,18,2,"['san jose state university', 'lahore university of management sciences']"
,,45,18,2,"['ieee', 'universidad de los andes']"
,,46,18,1,['riken']
,,47,17,1,['vanderbilt university']
,,48,17,2,"['sidi med ben abdellah university', 'ieee']"
,,49,17,2,"['california state university, fullerton', 'national service scheme, dtu']"
,,50,16,1,['vesim - vivekanand institute of management studies and research']
,,51,16,3,"['cornell university', 'new mexico tech', 'university of illinois at chicago']"
,,52,16,4,"['purdue university', 'paul scherrer institut', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'university of illinois at chicago']"
,,53,16,1,['boise state university']
,,54,16,1,['boise state university']
,,55,15,2,"['duke university', 'arizona state university']"
,,56,15,5,"['azoteq (pty) ltd', 'university of illinois at urbana-champaign', 'university of aizu', 'purdue university', 'university of massachusetts amherst']"
,,57,14,1,['universidad de los andes']
,,58,14,0,[]
,,59,14,2,"['purdue university', 'missouri state university']"
,,60,14,3,"['university of wollongong', 'uc berkeley', 'national institute of standards and technology']"
,,61,14,5,"['arizona state university', 'ucla', 'the university of texas at austin', 'university of delaware', 'carnegie mellon university']"
,,62,14,1,['vesim - vivekanand institute of management studies and research']
,,63,13,4,"['the ohio state university', 'Central Michigan University', 'purdue university', 'university of modena and reggio emilia']"
,,64,13,2,"['northwestern university', 'istituto italiano di tecnologia']"
,,65,13,1,['vesim - vivekanand institute of management studies and research']
,,66,13,0,[]
,,67,12,1,['university of reading']
,,68,12,2,"['arizona state university', 'penn state university']"
,,69,12,1,['vesim - vivekanand institute of management studies and research']
,,70,12,0,[]
,,71,11,0,[]
,,72,11,3,"['indiana university', 'indiana university school of medicine', 'iupui']"
,,73,11,2,"['Harvard University', 'dwarkadas j. sanghvi college of engineering']"
,,74,11,1,['university of chicago']
,,75,11,1,['arizona state university']
,,76,11,1,['vellore institute of technology']
,,77,11,1,['university of massachusetts amherst']
,,78,11,1,['purdue university']
,,79,11,0,[]
,,80,11,4,"['texas a&m university', 'university of san carlos', 'universidad de guanajuato', 'university of massachusetts amherst']"
,,81,10,0,[]
,,82,10,0,[]
,,83,10,0,[]
,,84,10,1,['purdue university']
,,85,10,1,['binghamton university']
,,86,9,0,[]
,,87,9,1,['metu']
,,88,9,0,[]
,,89,9,2,"['washington state university', 'purdue university']"
,,90,9,4,"['university of colorado colorado springs', 'university of alberta', 'university of pennsylvania', 'university college london']"
,,91,9,0,[]
,,92,9,0,[]
,,93,9,2,"['northeastern university', 'university of science and technology of china']"
,,94,9,7,"['university of udine', 'university of illinois at urbana-champaign', 'stanford university', 'university of south florida', 'ams ag', 'the ohio state university', 'penn state university']"
,,95,9,2,"['dalhousie university', 'purdue university']"
,,96,8,0,[]
,,97,8,1,['sp-tbi']
,,98,8,1,['purdue university']
,,99,8,0,[]
,,100,8,1,['arizona state university']
,,101,8,1,['university of granada']
,,102,8,4,"['universidad autÃ³noma de madrid', 'stony brook university', 'oregon state university', 'university of massachusetts amherst']"
,,103,8,4,"['cornell university', 'purdue university', 'universitÃ© claude bernard lyon 1', 'university of illinois at chicago']"
,,104,8,1,['purdue university']
,,105,8,0,[]
,,106,8,1,['universitÃ© laval']
,,107,8,0,[]
,,108,8,5,"['loughborough university', 'unam', 'etri', 'iinet', 'binghamton university']"
,,109,8,3,"['florida international university', 'portland public schools', 'missouri s&t']"
