,Ending_Date__c,ID__c,Id,Semester__c,Starting_Date__c
349,2018-11-12,407.0,a0w5w000009Q7lIAAS,Fall,2018-10-02
350,2018-11-11,409.0,a0w5w000009Q7lKAAS,Fall,2018-11-01
351,2018-11-11,411.0,a0w5w000009Q7lMAAS,Fall,2018-11-11
352,2018-12-15,412.0,a0w5w000009Q7lNAAS,Fall,2018-09-30
353,2018-12-21,413.0,a0w5w000009Q7lOAAS,Fall,2018-12-16
354,2019-03-22,416.0,a0w5w000009Q7lRAAS,Spring,2019-02-25
355,2019-05-19,417.0,a0w5w000009Q7lSAAS,Spring,2019-03-12
356,2019-05-25,418.0,a0w5w000009Q7lTAAS,Spring,2019-04-30
357,2019-06-28,419.0,a0w5w000009Q7lUAAS,Summer,2019-06-24
358,2019-11-20,420.0,a0w5w000009Q7lVAAS,Fall,2019-09-21
359,2020-02-19,421.0,a0w5w000009Q7lWAAS,Fall,2019-10-08
360,2019-10-14,422.0,a0w5w000009Q7lXAAS,Fall,2019-10-10
361,2019-11-22,424.0,a0w5w000009Q7lZAAS,Fall,2019-11-15
362,2020-03-20,427.0,a0w5w000009Q7lcAAC,Spring,2020-02-10
363,2020-03-07,428.0,a0w5w000009Q7ldAAC,Spring,2020-03-03
364,2020-03-09,429.0,a0w5w000009Q7leAAC,Spring,2020-03-05
365,2007-09-14,430.0,a0w5w000009Q7lfAAC,Summer,2007-08-20
366,2008-10-09,431.0,a0w5w000009Q7lgAAC,Summer,2008-08-30
367,2020-04-21,432.0,a0w5w000009Q7lhAAC,Spring,2020-04-17
368,2007-05-25,433.0,a0w5w000009Q7liAAC,Summer,2007-05-23
369,2012-12-20,434.0,a0w5w000009Q7ljAAC,Fall,2012-12-18
370,2015-11-04,435.0,a0w5w000009Q7lkAAC,Fall,2015-10-26
371,2016-11-06,436.0,a0w5w000009Q7llAAC,Fall,2016-10-19
372,2016-10-27,437.0,a0w5w000009Q7lmAAC,Fall,2016-10-22
373,2017-12-03,438.0,a0w5w000009Q7lnAAC,Fall,2017-11-15
374,2018-12-16,439.0,a0w5w000009Q7loAAC,Fall,2018-12-08
375,2019-12-09,440.0,a0w5w000009Q7lpAAC,Fall,2019-11-20
376,2018-02-26,441.0,a0w5w000009Q7lqAAC,Spring,2016-01-02
377,2017-04-28,442.0,a0w5w000009Q7lrAAC,Fall,2016-10-02
378,2018-05-03,443.0,a0w5w000009Q7lsAAC,Summer,2017-08-20
379,2017-09-02,445.0,a0w5w000009Q7luAAC,Fall,2017-09-02
380,2017-09-27,446.0,a0w5w000009Q7lvAAC,Fall,2017-09-07
381,2018-03-29,449.0,a0w5w000009Q7lyAAC,Spring,2018-02-14
382,2018-07-29,450.0,a0w5w000009Q7lzAAC,Summer,2018-05-05
383,2018-12-19,451.0,a0w5w000009Q7m0AAC,Summer,2018-08-18
384,2018-09-26,453.0,a0w5w000009Q7m2AAC,Fall,2018-09-26
385,2019-07-31,454.0,a0w5w000009Q7m3AAC,Spring,2019-01-05
386,2019-05-02,455.0,a0w5w000009Q7m4AAC,Summer,2019-05-01
387,2019-05-05,456.0,a0w5w000009Q7m5AAC,Summer,2019-05-04
388,2019-07-13,457.0,a0w5w000009Q7m6AAC,Summer,2019-07-09
389,2019-07-13,458.0,a0w5w000009Q7m7AAC,Summer,2019-07-09
390,2019-12-13,459.0,a0w5w000009Q7m8AAC,Summer,2019-08-16
391,2020-04-02,461.0,a0w5w000009Q7mAAAS,Spring,2020-01-14
392,2020-03-01,464.0,a0w5w000009Q7mDAAS,Spring,2020-02-26
393,2020-03-28,465.0,a0w5w000009Q7mEAAS,Spring,2020-03-24
394,2011-12-05,469.0,a0w5w000009Q7mIAAS,Fall,2011-12-03
395,2014-12-30,470.0,a0w5w000009Q7mJAAS,Fall,2014-10-21
396,2017-05-11,473.0,a0w5w000009Q7mMAAS,Summer,2017-05-08
397,2020-02-25,474.0,a0w5w000009Q7mNAAS,Spring,2020-02-22
398,2018-08-29,475.0,a0w5w000009Q7mOAAS,Summer,2018-08-27
399,2019-08-19,476.0,a0w5w000009Q7mPAAS,Summer,2019-08-03
400,2015-01-30,477.0,a0w5w000009Q7mQAAS,Spring,2015-01-19
401,2015-03-25,480.0,a0w5w000009Q7mTAAS,Spring,2015-03-20
402,2016-06-15,481.0,a0w5w000009Q7mUAAS,Spring,2016-03-12
403,2008-11-24,482.0,a0w5w000009Q7mVAAS,Fall,2008-11-24
404,2009-04-07,483.0,a0w5w000009Q7mWAAS,Spring,2009-04-04
405,2009-04-29,484.0,a0w5w000009Q7mXAAS,Spring,2009-04-28
406,2009-08-27,485.0,a0w5w000009Q7mYAAS,Summer,2009-08-23
407,2009-08-28,486.0,a0w5w000009Q7mZAAS,Summer,2009-08-23
408,2009-10-08,487.0,a0w5w000009Q7maAAC,Fall,2009-10-04
409,2010-04-09,488.0,a0w5w000009Q7mbAAC,Spring,2010-01-25
410,2010-04-23,489.0,a0w5w000009Q7mcAAC,Fall,2009-10-28
411,2010-07-18,490.0,a0w5w000009Q7mdAAC,Summer,2010-07-13
412,2010-11-26,491.0,a0w5w000009Q7meAAC,Fall,2010-09-27
413,2011-03-20,492.0,a0w5w000009Q7mfAAC,Spring,2011-01-17
414,2011-04-27,493.0,a0w5w000009Q7mgAAC,Spring,2011-02-23
415,2011-11-24,494.0,a0w5w000009Q7mhAAC,Fall,2011-09-21
416,2012-04-29,495.0,a0w5w000009Q7miAAC,Spring,2012-02-15
417,2012-12-06,496.0,a0w5w000009Q7mjAAC,Fall,2012-09-25
418,2013-03-22,497.0,a0w5w000009Q7mkAAC,Spring,2013-03-18
419,2013-05-08,498.0,a0w5w000009Q7mlAAC,Spring,2013-03-02
420,2013-11-17,499.0,a0w5w000009Q7mmAAC,Fall,2013-11-06
421,2014-05-03,500.0,a0w5w000009Q7mnAAC,Spring,2014-04-21
422,2015-04-03,501.0,a0w5w000009Q7moAAC,Spring,2015-03-30
423,2015-05-21,503.0,a0w5w000009Q7mqAAC,Summer,2015-05-03
424,2016-05-05,505.0,a0w5w000009Q7msAAC,Spring,2016-04-17
425,2017-02-19,506.0,a0w5w000009Q7mtAAC,Spring,2017-01-03
426,2018-04-13,508.0,a0w5w000009Q7mvAAC,Spring,2018-03-17
427,2018-05-18,509.0,a0w5w000009Q7mwAAC,Summer,2018-05-15
428,2018-11-30,510.0,a0w5w000009Q7mxAAC,Fall,2018-11-25
429,2019-04-27,511.0,a0w5w000009Q7myAAC,Spring,2019-04-21
430,2019-04-25,512.0,a0w5w000009Q7mzAAC,Spring,2019-04-23
431,2019-05-17,513.0,a0w5w000009Q7n0AAC,Spring,2019-04-22
432,2020-04-29,514.0,a0w5w000009Q7n1AAC,Spring,2020-04-26
433,2019-02-01,515.0,a0w5w000009Q7n2AAC,Spring,2019-01-29
434,2011-12-09,516.0,a0w5w000009Q7n3AAC,Fall,2011-09-06
435,2014-07-24,517.0,a0w5w000009Q7n4AAC,Summer,2014-07-13
436,2014-11-19,518.0,a0w5w000009Q7n5AAC,Fall,2014-09-16
437,2018-04-13,519.0,a0w5w000009Q7n6AAC,Spring,2018-04-08
438,2019-06-10,521.0,a0w5w000009Q7n8AAC,Summer,2019-06-10
439,2009-11-22,522.0,a0w5w000009Q7n9AAC,Fall,2009-11-03
440,2009-11-15,524.0,a0w5w000009Q7nBAAS,Summer,2009-08-27
441,2010-04-28,526.0,a0w5w000009Q7nDAAS,Spring,2010-01-20
442,2010-08-01,529.0,a0w5w000009Q7nGAAS,Summer,2010-06-13
443,2011-05-01,541.0,a0w5w000009Q7nSAAS,Spring,2011-01-26
444,2011-05-18,542.0,a0w5w000009Q7nTAAS,Spring,2011-01-18
445,2011-05-17,548.0,a0w5w000009Q7nZAAS,Summer,2011-05-13
446,2011-10-16,549.0,a0w5w000009Q7naAAC,Fall,2011-10-04
447,2011-12-04,550.0,a0w5w000009Q7nbAAC,Summer,2011-08-25
448,2011-11-02,553.0,a0w5w000009Q7neAAC,Fall,2011-11-01
449,2012-04-23,554.0,a0w5w000009Q7nfAAC,Spring,2012-01-25
450,2012-03-02,555.0,a0w5w000009Q7ngAAC,Spring,2012-03-02
451,2012-12-09,565.0,a0w5w000009Q7nqAAC,Summer,2012-08-30
452,2012-12-09,566.0,a0w5w000009Q7nrAAC,Fall,2012-10-16
453,2013-03-06,569.0,a0w5w000009Q7nuAAC,Spring,2013-02-13
454,2013-03-28,574.0,a0w5w000009Q7nzAAC,Spring,2013-03-16
455,2013-04-23,576.0,a0w5w000009Q7o1AAC,Spring,2013-04-21
456,2013-07-28,577.0,a0w5w000009Q7o2AAC,Summer,2013-06-10
457,2013-11-17,580.0,a0w5w000009Q7o5AAC,Summer,2013-08-30
458,2014-04-19,583.0,a0w5w000009Q7o8AAC,Spring,2014-01-05
459,2014-10-26,585.0,a0w5w000009Q7oAAAS,Fall,2014-10-02
460,2015-03-01,586.0,a0w5w000009Q7oBAAS,Spring,2015-02-15
461,2015-07-19,588.0,a0w5w000009Q7oDAAS,Summer,2015-07-02
462,2015-09-30,589.0,a0w5w000009Q7oEAAS,Fall,2015-09-15
463,2016-10-05,590.0,a0w5w000009Q7oFAAS,Fall,2016-09-15
464,2017-11-16,591.0,a0w5w000009Q7oGAAS,Fall,2017-10-05
465,2018-05-03,592.0,a0w5w000009Q7oHAAS,Spring,2018-04-26
466,2018-07-15,593.0,a0w5w000009Q7oIAAS,Summer,2018-06-23
467,2018-11-14,595.0,a0w5w000009Q7oKAAS,Fall,2018-10-06
468,2019-10-11,597.0,a0w5w000009Q7oMAAS,Fall,2019-09-10
469,2020-04-23,598.0,a0w5w000009Q7oNAAS,Spring,2020-04-22
470,2008-04-14,599.0,a0w5w000009Q7oOAAS,Spring,2008-04-11
471,2008-05-13,600.0,a0w5w000009Q7oPAAS,Summer,2008-05-10
472,2008-10-30,601.0,a0w5w000009Q7oQAAS,Fall,2008-10-16
473,2015-10-14,602.0,a0w5w000009Q7oRAAS,Fall,2015-10-04
474,2015-10-11,603.0,a0w5w000009Q7oSAAS,Fall,2015-10-04
475,2016-10-05,604.0,a0w5w000009Q7oTAAS,Fall,2016-10-02
476,2017-09-26,605.0,a0w5w000009Q7oUAAS,Fall,2017-09-20
477,2009-07-25,606.0,a0w5w000009Q7oVAAS,Summer,2009-07-19
478,2019-10-07,608.0,a0w5w000009Q7oXAAS,Fall,2019-10-06
479,2019-10-22,609.0,a0w5w000009Q7oYAAS,Fall,2019-10-17
480,2019-10-22,610.0,a0w5w000009Q7oZAAS,Fall,2019-10-18
481,2019-11-06,611.0,a0w5w000009Q7oaAAC,Fall,2019-11-06
482,2019-11-15,612.0,a0w5w000009Q7obAAC,Fall,2019-11-04
483,2019-12-04,613.0,a0w5w000009Q7ocAAC,Fall,2019-11-12
484,2019-12-11,614.0,a0w5w000009Q7odAAC,Fall,2019-11-25
485,2020-02-21,616.0,a0w5w000009Q7ofAAC,Spring,2020-02-08
486,2020-03-19,617.0,a0w5w000009Q7ogAAC,Spring,2020-02-13
487,2020-03-06,618.0,a0w5w000009Q7ohAAC,Spring,2020-03-02
488,2020-03-12,619.0,a0w5w000009Q7oiAAC,Spring,2020-03-07
489,2020-03-12,620.0,a0w5w000009Q7ojAAC,Spring,2020-03-08
490,2020-04-03,622.0,a0w5w000009Q7olAAC,Spring,2020-03-22
491,2020-04-03,623.0,a0w5w000009Q7omAAC,Spring,2020-03-23
492,2020-04-01,624.0,a0w5w000009Q7onAAC,Spring,2020-03-27
493,2020-04-04,625.0,a0w5w000009Q7ooAAC,Spring,2020-03-19
494,2020-05-04,629.0,a0w5w000009Q7osAAC,Spring,2020-04-06
495,2020-04-09,630.0,a0w5w000009Q7otAAC,Spring,2020-04-06
496,2020-04-25,633.0,a0w5w000009Q7owAAC,Spring,2020-04-22
497,2014-03-28,634.0,a0w5w000009Q7oxAAC,Spring,2014-03-24
498,2015-08-01,635.0,a0w5w000009Q7oyAAC,Summer,2015-07-26
499,2018-10-09,636.0,a0w5w000009Q7ozAAC,Fall,2018-10-03
500,2016-03-12,637.0,a0w5w000009Q7p0AAC,Fall,2015-09-20
501,2015-07-19,638.0,a0w5w000009Q7p1AAC,Summer,2015-07-15
502,2016-07-15,639.0,a0w5w000009Q7p2AAC,Summer,2016-07-12
503,2003-06-06,640.0,a0w5w000009Q7p3AAC,Summer,2003-06-02
504,2013-11-19,641.0,a0w5w000009Q7p4AAC,Fall,2013-10-27
505,2019-11-05,642.0,a0w5w000009Q7p5AAC,Summer,2019-08-26
506,2019-04-28,643.0,a0w5w000009Q7p6AAC,Spring,2019-04-25
507,2012-03-27,644.0,a0w5w000009Q7p7AAC,Fall,2011-11-10
508,2014-05-25,645.0,a0w5w000009Q7p8AAC,Summer,2014-05-21
509,2016-01-24,646.0,a0w5w000009Q7p9AAC,Spring,2016-01-19
510,2016-02-07,647.0,a0w5w000009Q7pAAAS,Spring,2016-01-26
511,2016-03-04,648.0,a0w5w000009Q7pBAAS,Spring,2016-02-14
512,2016-03-04,649.0,a0w5w000009Q7pCAAS,Spring,2016-02-29
513,2016-03-10,650.0,a0w5w000009Q7pDAAS,Spring,2016-03-06
514,2016-03-16,651.0,a0w5w000009Q7pEAAS,Spring,2016-03-12
515,2016-03-20,652.0,a0w5w000009Q7pFAAS,Spring,2016-03-12
516,2016-03-24,654.0,a0w5w000009Q7pHAAS,Spring,2016-03-24
517,2016-04-01,655.0,a0w5w000009Q7pIAAS,Spring,2016-03-24
518,2017-01-26,656.0,a0w5w000009Q7pJAAS,Spring,2017-01-17
519,2017-02-01,657.0,a0w5w000009Q7pKAAS,Spring,2017-01-29
520,2017-02-08,658.0,a0w5w000009Q7pLAAS,Spring,2017-02-04
521,2017-02-12,659.0,a0w5w000009Q7pMAAS,Spring,2017-01-15
522,2017-02-07,660.0,a0w5w000009Q7pNAAS,Spring,2017-02-07
523,2017-02-08,661.0,a0w5w000009Q7pOAAS,Spring,2017-02-08
524,2017-03-05,663.0,a0w5w000009Q7pQAAS,Spring,2017-03-01
525,2017-03-29,664.0,a0w5w000009Q7pRAAS,Spring,2017-03-06
526,2017-11-28,665.0,a0w5w000009Q7pSAAS,Fall,2017-11-24
527,2018-01-25,666.0,a0w5w000009Q7pTAAS,Spring,2018-01-13
528,2018-02-09,667.0,a0w5w000009Q7pUAAS,Spring,2018-01-13
529,2018-01-15,668.0,a0w5w000009Q7pVAAS,Spring,2018-01-14
530,2018-02-16,669.0,a0w5w000009Q7pWAAS,Spring,2018-02-10
531,2018-03-08,670.0,a0w5w000009Q7pXAAS,Spring,2018-03-03
532,2019-01-18,671.0,a0w5w000009Q7pYAAS,Spring,2019-01-07
533,2019-01-27,672.0,a0w5w000009Q7pZAAS,Spring,2019-01-12
534,2019-01-20,673.0,a0w5w000009Q7paAAC,Spring,2019-01-13
535,2019-01-20,674.0,a0w5w000009Q7pbAAC,Spring,2019-01-20
536,2019-02-13,675.0,a0w5w000009Q7pcAAC,Spring,2019-02-03
537,2019-03-08,676.0,a0w5w000009Q7pdAAC,Spring,2019-03-04
538,2019-03-16,677.0,a0w5w000009Q7peAAC,Spring,2019-03-11
539,2020-01-24,678.0,a0w5w000009Q7pfAAC,Spring,2020-01-19
540,2020-01-25,680.0,a0w5w000009Q7phAAC,Spring,2020-01-25
541,2020-02-04,681.0,a0w5w000009Q7piAAC,Spring,2020-02-02
542,2009-12-09,682.0,a0w5w000009Q7pjAAC,Fall,2009-09-29
543,2011-04-27,683.0,a0w5w000009Q7pkAAC,Spring,2011-01-17
544,2011-07-30,684.0,a0w5w000009Q7plAAC,Summer,2011-07-17
545,2012-04-28,685.0,a0w5w000009Q7pmAAC,Spring,2012-04-21
546,2012-06-21,686.0,a0w5w000009Q7pnAAC,Summer,2012-06-12
547,2012-10-07,687.0,a0w5w000009Q7poAAC,Fall,2012-09-12
548,2013-07-14,689.0,a0w5w000009Q7pqAAC,Summer,2013-07-09
549,2014-04-29,690.0,a0w5w000009Q7prAAC,Spring,2014-01-28
550,2014-10-07,691.0,a0w5w000009Q7psAAC,Fall,2014-09-27
551,2015-04-28,693.0,a0w5w000009Q7puAAC,Spring,2015-01-27
552,2015-03-07,695.0,a0w5w000009Q7pwAAC,Spring,2015-03-03
553,2015-06-25,696.0,a0w5w000009Q7pxAAC,Summer,2015-06-13
554,2015-11-12,697.0,a0w5w000009Q7pyAAC,Fall,2015-09-28
555,2016-03-03,698.0,a0w5w000009Q7pzAAC,Spring,2016-01-31
556,2016-05-01,700.0,a0w5w000009Q7q1AAC,Spring,2016-04-04
557,2016-06-16,702.0,a0w5w000009Q7q3AAC,Summer,2016-06-04
558,2016-10-12,703.0,a0w5w000009Q7q4AAC,Fall,2016-09-10
559,2016-12-04,704.0,a0w5w000009Q7q5AAC,Fall,2016-10-31
560,2016-11-24,705.0,a0w5w000009Q7q6AAC,Fall,2016-11-14
561,2017-04-24,706.0,a0w5w000009Q7q7AAC,Spring,2017-01-18
562,2017-04-29,707.0,a0w5w000009Q7q8AAC,Spring,2017-04-25
563,2017-06-15,708.0,a0w5w000009Q7q9AAC,Summer,2017-06-05
564,2018-02-25,709.0,a0w5w000009Q7qAAAS,Spring,2018-01-17
565,2018-05-29,710.0,a0w5w000009Q7qBAAS,Spring,2018-02-18
566,2018-05-17,711.0,a0w5w000009Q7qCAAS,Summer,2018-05-09
567,2018-06-14,712.0,a0w5w000009Q7qDAAS,Summer,2018-06-04
568,2019-02-06,713.0,a0w5w000009Q7qEAAS,Spring,2019-01-14
569,2019-06-30,714.0,a0w5w000009Q7qFAAS,Summer,2019-06-22
570,2019-09-26,715.0,a0w5w000009Q7qGAAS,Fall,2019-09-02
571,2013-11-22,716.0,a0w5w000009Q7qHAAS,Fall,2013-11-19
572,2019-05-09,717.0,a0w5w000009Q7qIAAS,Spring,2019-04-22
573,2009-07-07,720.0,a0w5w000009Q7qLAAS,Summer,2009-07-05
574,2010-01-14,722.0,a0w5w000009Q7qNAAS,Spring,2010-01-11
575,2010-06-13,723.0,a0w5w000009Q7qOAAS,Summer,2010-06-12
576,2010-11-30,724.0,a0w5w000009Q7qPAAS,Fall,2010-09-08
577,2012-03-02,725.0,a0w5w000009Q7qQAAS,Spring,2012-02-19
578,2012-02-29,726.0,a0w5w000009Q7qRAAS,Spring,2012-02-29
579,2013-02-03,727.0,a0w5w000009Q7qSAAS,Spring,2013-01-18
580,2013-03-07,728.0,a0w5w000009Q7qTAAS,Spring,2013-02-24
581,2013-06-30,729.0,a0w5w000009Q7qUAAS,Summer,2013-06-22
582,2013-12-15,730.0,a0w5w000009Q7qVAAS,Fall,2013-12-09
583,2014-12-14,731.0,a0w5w000009Q7qWAAS,Fall,2014-12-07
584,2016-02-20,732.0,a0w5w000009Q7qXAAS,Spring,2016-02-12
585,2016-10-12,733.0,a0w5w000009Q7qYAAS,Fall,2016-09-04
586,2017-10-31,734.0,a0w5w000009Q7qZAAS,Summer,2017-08-25
587,2015-04-21,735.0,a0w5w000009Q7qaAAC,Spring,2015-04-18
588,2016-02-12,737.0,a0w5w000009Q7qcAAC,Spring,2016-02-01
589,2016-02-06,738.0,a0w5w000009Q7qdAAC,Spring,2016-02-03
590,2016-03-12,742.0,a0w5w000009Q7qhAAC,Spring,2016-03-06
591,2016-03-21,747.0,a0w5w000009Q7qmAAC,Spring,2016-03-20
592,2016-04-10,748.0,a0w5w000009Q7qnAAC,Spring,2016-03-27
593,2017-01-29,749.0,a0w5w000009Q7qoAAC,Spring,2017-01-29
594,2017-02-25,752.0,a0w5w000009Q7qrAAC,Spring,2017-02-21
595,2017-03-11,753.0,a0w5w000009Q7qsAAC,Spring,2017-03-06
596,2017-03-21,754.0,a0w5w000009Q7qtAAC,Spring,2017-03-14
597,2017-03-31,757.0,a0w5w000009Q7qwAAC,Spring,2017-03-27
598,2017-04-07,758.0,a0w5w000009Q7qxAAC,Spring,2017-04-03
599,2017-04-20,759.0,a0w5w000009Q7qyAAC,Spring,2017-04-18
600,2017-09-16,760.0,a0w5w000009Q7qzAAC,Fall,2017-09-14
601,2018-01-31,761.0,a0w5w000009Q7r0AAC,Spring,2018-01-20
602,2018-01-22,762.0,a0w5w000009Q7r1AAC,Spring,2018-01-21
603,2018-03-05,765.0,a0w5w000009Q7r4AAC,Spring,2018-02-27
604,2018-03-10,766.0,a0w5w000009Q7r5AAC,Spring,2018-03-06
605,2018-03-25,768.0,a0w5w000009Q7r7AAC,Spring,2018-03-20
606,2018-03-29,769.0,a0w5w000009Q7r8AAC,Spring,2018-03-18
607,2019-01-23,770.0,a0w5w000009Q7r9AAC,Spring,2019-01-12
608,2019-02-01,772.0,a0w5w000009Q7rBAAS,Spring,2019-01-26
609,2019-02-17,773.0,a0w5w000009Q7rCAAS,Spring,2019-02-10
610,2019-03-04,775.0,a0w5w000009Q7rEAAS,Spring,2019-02-23
611,2020-02-15,778.0,a0w5w000009Q7rHAAS,Spring,2020-01-27
612,2020-03-04,781.0,a0w5w000009Q7rKAAS,Spring,2020-02-29
613,2010-05-05,783.0,a0w5w000009Q7rMAAS,Spring,2010-04-27
614,2018-03-12,784.0,a0w5w000009Q7rNAAS,Spring,2018-03-10
615,2016-07-23,785.0,a0w5w000009Q7rOAAS,Summer,2016-07-18
616,2016-09-17,786.0,a0w5w000009Q7rPAAS,Fall,2016-09-11
617,2018-01-25,787.0,a0w5w000009Q7rQAAS,Summer,2017-07-18
618,2018-04-12,788.0,a0w5w000009Q7rRAAS,Spring,2018-04-08
619,2018-05-02,789.0,a0w5w000009Q7rSAAS,Spring,2018-04-26
620,2018-08-25,790.0,a0w5w000009Q7rTAAS,Summer,2018-08-21
621,2018-12-01,791.0,a0w5w000009Q7rUAAS,Fall,2018-09-16
622,2019-02-15,792.0,a0w5w000009Q7rVAAS,Spring,2019-02-11
623,2019-05-02,793.0,a0w5w000009Q7rWAAS,Summer,2019-05-02
624,2019-05-16,794.0,a0w5w000009Q7rXAAS,Summer,2019-05-10
625,2020-01-25,795.0,a0w5w000009Q7rYAAS,Spring,2020-01-22
626,2008-05-14,796.0,a0w5w000009Q7rZAAS,Spring,2007-04-04
627,2014-05-02,797.0,a0w5w000009Q7raAAC,Spring,2014-04-09
628,2018-04-09,798.0,a0w5w000009Q7rbAAC,Spring,2018-03-31
629,2010-09-20,799.0,a0w5w000009Q7rcAAC,Fall,2010-09-06
630,2011-09-20,802.0,a0w5w000009Q7rfAAC,Fall,2011-09-19
631,2012-10-16,803.0,a0w5w000009Q7rgAAC,Fall,2012-10-12
632,2012-10-30,804.0,a0w5w000009Q7rhAAC,Fall,2012-10-27
633,2012-11-17,805.0,a0w5w000009Q7riAAC,Fall,2012-11-11
634,2013-11-06,806.0,a0w5w000009Q7rjAAC,Fall,2013-11-05
635,2013-12-08,807.0,a0w5w000009Q7rkAAC,Fall,2013-11-18
636,2014-11-22,808.0,a0w5w000009Q7rlAAC,Fall,2014-11-18
637,2014-12-17,810.0,a0w5w000009Q7rnAAC,Fall,2014-12-06
638,2015-06-03,811.0,a0w5w000009Q7roAAC,Summer,2015-05-02
639,2015-12-01,812.0,a0w5w000009Q7rpAAC,Fall,2015-11-12
640,2015-12-12,814.0,a0w5w000009Q7rrAAC,Fall,2015-12-01
641,2016-04-22,815.0,a0w5w000009Q7rsAAC,Spring,2016-04-09
642,2016-12-11,816.0,a0w5w000009Q7rtAAC,Fall,2016-11-27
643,2018-12-09,817.0,a0w5w000009Q7ruAAC,Fall,2018-12-03
644,2020-05-01,818.0,a0w5w000009Q7rvAAC,Spring,2020-04-12
645,2005-11-04,819.0,a0w5w000009Q7rwAAC,Summer,2005-05-31
646,2018-12-15,820.0,a0w5w000009Q7rxAAC,Summer,2018-08-26
647,2019-12-12,821.0,a0w5w000009Q7ryAAC,Summer,2019-08-25
648,2006-09-01,822.0,a0w5w000009Q7rzAAC,Summer,2006-08-26
649,2006-11-01,823.0,a0w5w000009Q7s0AAC,Summer,2006-08-21
650,2006-09-11,824.0,a0w5w000009Q7s1AAC,Fall,2006-09-11
651,2007-05-05,825.0,a0w5w000009Q7s2AAC,Spring,2007-02-26
652,2008-04-19,826.0,a0w5w000009Q7s3AAC,Spring,2008-03-04
653,2008-05-10,827.0,a0w5w000009Q7s4AAC,Spring,2008-04-28
654,2008-11-22,828.0,a0w5w000009Q7s5AAC,Fall,2008-11-12
655,2009-05-06,829.0,a0w5w000009Q7s6AAC,Spring,2009-03-15
656,2009-04-15,830.0,a0w5w000009Q7s7AAC,Spring,2009-03-25
657,2009-10-18,831.0,a0w5w000009Q7s8AAC,Fall,2009-10-04
658,2009-11-18,834.0,a0w5w000009Q7sBAAS,Fall,2009-10-12
659,2009-11-18,835.0,a0w5w000009Q7sCAAS,Fall,2009-10-16
660,2010-11-10,837.0,a0w5w000009Q7sEAAS,Summer,2010-08-27
661,2011-02-19,839.0,a0w5w000009Q7sGAAS,Spring,2011-02-19
662,2011-10-08,842.0,a0w5w000009Q7sJAAS,Spring,2011-03-21
663,2011-05-05,843.0,a0w5w000009Q7sKAAS,Summer,2011-05-04
664,2011-05-17,844.0,a0w5w000009Q7sLAAS,Summer,2011-05-13
665,2011-12-04,845.0,a0w5w000009Q7sMAAS,Fall,2011-11-28
666,2012-02-03,846.0,a0w5w000009Q7sNAAS,Fall,2011-11-16
667,2012-05-04,847.0,a0w5w000009Q7sOAAS,Spring,2012-01-29
668,2012-04-09,848.0,a0w5w000009Q7sPAAS,Spring,2012-04-06
669,2012-04-28,849.0,a0w5w000009Q7sQAAS,Spring,2012-04-14
670,2012-06-09,851.0,a0w5w000009Q7sSAAS,Spring,2012-03-24
671,2012-05-14,852.0,a0w5w000009Q7sTAAS,Summer,2012-05-06
672,2013-05-03,853.0,a0w5w000009Q7sUAAS,Spring,2013-02-09
673,2013-06-11,854.0,a0w5w000009Q7sVAAS,Spring,2013-03-08
674,2013-11-24,856.0,a0w5w000009Q7sXAAS,Fall,2013-10-29
675,2014-01-17,859.0,a0w5w000009Q7saAAC,Spring,2014-01-13
676,2014-02-20,860.0,a0w5w000009Q7sbAAC,Fall,2013-10-29
677,2014-12-17,865.0,a0w5w000009Q7sgAAC,Fall,2014-12-08
678,2014-12-17,866.0,a0w5w000009Q7shAAC,Fall,2014-12-10
679,2015-04-01,867.0,a0w5w000009Q7siAAC,Spring,2015-03-25
680,2015-06-18,868.0,a0w5w000009Q7sjAAC,Spring,2015-03-22
681,2015-09-20,869.0,a0w5w000009Q7skAAC,Fall,2015-09-14
682,2015-09-26,870.0,a0w5w000009Q7slAAC,Fall,2015-09-15
683,2015-11-22,872.0,a0w5w000009Q7snAAC,Fall,2015-09-08
684,2015-12-06,873.0,a0w5w000009Q7soAAC,Fall,2015-11-03
685,2015-12-09,874.0,a0w5w000009Q7spAAC,Fall,2015-12-05
686,2016-01-31,875.0,a0w5w000009Q7sqAAC,Spring,2016-01-26
687,2016-04-07,876.0,a0w5w000009Q7srAAC,Spring,2016-01-31
688,2016-04-28,877.0,a0w5w000009Q7ssAAC,Spring,2016-02-06
689,2016-06-12,878.0,a0w5w000009Q7stAAC,Summer,2016-06-07
690,2016-11-11,880.0,a0w5w000009Q7svAAC,Fall,2016-09-24
691,2016-10-29,881.0,a0w5w000009Q7swAAC,Fall,2016-09-18
692,2016-12-20,882.0,a0w5w000009Q7sxAAC,Fall,2016-09-07
693,2016-11-08,883.0,a0w5w000009Q7syAAC,Fall,2016-11-05
694,2016-11-22,884.0,a0w5w000009Q7szAAC,Fall,2016-09-07
695,2016-12-16,885.0,a0w5w000009Q7t0AAC,Fall,2016-09-14
696,2017-03-16,886.0,a0w5w000009Q7t1AAC,Spring,2017-03-12
697,2017-03-15,887.0,a0w5w000009Q7t2AAC,Spring,2017-03-12
698,2017-04-08,888.0,a0w5w000009Q7t3AAC,Spring,2017-01-27
