user,tool,start,end,ip,lon,lat
santiagoibon,temlattice,2016-02-15,2016-02-19,192.76.8.8,-1.2926000356674194,51.71549987792969
santiama,matrix2surface,2016-02-24,2016-02-28,35.8.207.254,-84.48529815673828,42.7307014465332
santiama,matrix2surface,2016-02-19,2016-02-23,69.176.144.138,-84.47579956054688,42.736698150634766
santiama,matsimtk,2016-04-18,2016-04-22,69.176.144.138,-84.47579956054688,42.736698150634766
santishannigrahi,complam,2016-02-02,2016-02-06,192.122.131.98,103.85469818115234,1.2928999662399292
santonov,dftqe,2016-03-21,2016-03-27,104.194.96.195,-87.62879943847656,41.84859848022461
santonov,dftqe,2016-03-21,2016-03-27,162.230.140.198,-87.86920166015625,41.956298828125
santonov,dftqe,2016-03-21,2016-03-27,104.194.97.112,-87.62879943847656,41.84859848022461
santonov,dftqe,2016-03-21,2016-03-27,104.194.105.192,-87.62879943847656,41.84859848022461
santonov,dftqe,2016-03-02,2016-03-06,104.194.101.39,-87.62879943847656,41.84859848022461
santonov,dftqe,2016-02-27,2016-03-03,216.47.153.178,-87.62879943847656,41.84859848022461
santonov,dftqe,2016-02-27,2016-03-03,162.230.140.198,-87.86920166015625,41.956298828125
